OFFENSE_CODE_GROUP,DISTRICT,REPORTING_AREA,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET
Investigate Property,D14,774,2018,9,Sunday,3,SOUTH ST
Motor Vehicle Accident Response,B2,263,2018,9,Sunday,0,DUDLEY ST
Property Found,D14,794,2018,9,Sunday,2,BRIGHTON AVE
Simple Assault,A7,22,2018,9,Sunday,2,MARION ST
Simple Assault,D4,624,2018,9,Sunday,2,BOYLSTON ST
Investigate Property,, ,2018,9,Sunday,2,
Medical Assistance,, ,2018,9,Sunday,0,KELTON
Medical Assistance,A7,30,2018,9,Sunday,2,MAVERICK ST
Simple Assault,E5,562,2018,9,Sunday,2,WASHINGTON ST
Vandalism,E5,562,2018,9,Sunday,2,WASHINGTON ST
Motor Vehicle Accident Response,B3,424,2018,9,Sunday,1,RIVER ST
Property Lost,A1,76,2018,9,Saturday,22,CAUSEWAY ST
Medical Assistance,C6,226,2018,9,Sunday,0,L ST
Motor Vehicle Accident Response,C11,355,2018,9,Sunday,1,ADAMS ST
Larceny From Motor Vehicle,B3,464,2018,9,Saturday,18,BROOKVIEW ST
Motor Vehicle Accident Response,C11,359,2018,9,Sunday,1,MELVILLE AVE
Investigate Person,D14,794,2018,9,Sunday,1,BRIGHTON AVE
Vandalism,C6,214,2018,9,Sunday,0,W FIFTH ST
Medical Assistance,, ,2018,9,Sunday,1,
Vandalism,A1,72,2018,9,Sunday,0,BOWDOIN ST
Aggravated Assault,A1,72,2018,9,Sunday,0,BOWDOIN ST
Warrant Arrests,E5,822,2018,9,Sunday,0,RIDGECREST TER
Investigate Person,C11,435,2018,9,Sunday,0,DUNBAR AVE
Drug Violation,D14,752,2018,9,Saturday,23,WASHINGTON ST
Investigate Property,C11,358,2018,9,Sunday,0,WALDECK ST
Fire Related Reports,, ,2018,9,Sunday,0,WESTLAND
Vandalism,E13,508,2018,9,Saturday,23,HYDE PARK AVE
Auto Theft,, ,2018,9,Sunday,0,
Motor Vehicle Accident Response,, ,2018,9,Saturday,23,
Firearm Discovery,B3,410,2018,9,Saturday,23,MANCHESTER ST
Motor Vehicle Accident Response,, ,2018,9,Saturday,23,
Investigate Person,D14,796,2018,9,Saturday,23,BRIGHTON AVE
Verbal Disputes,C11,402,2018,9,Saturday,22,BURT ST
Fire Related Reports,D4,631,2018,9,Saturday,22,COMMONWEALTH AVE
Motor Vehicle Accident Response,, ,2018,9,Saturday,22,
Investigate Person,D4,138,2018,9,Saturday,22,BOYLSTON ST
Vandalism,B2,182,2018,9,Saturday,18,MARSHFIELD ST
Investigate Person,C11,242,2018,9,Saturday,23,BAKERSFIELD ST
Simple Assault,D14,938,2018,9,Saturday,22,FIDELIS WAY
Larceny,E18,527,2018,9,Saturday,22,WOLCOTT SQ
Vandalism,D4,144,2018,9,Saturday,21,CLEARWAY ST
Larceny From Motor Vehicle,D4,150,2018,8,Sunday,15,COLUMBUS AVE
Larceny,D4,142,2018,9,Saturday,21,NEWBURY ST
Medical Assistance,E13,906,2018,9,Saturday,21,HORAN WAY
Larceny,A1,103,2018,9,Saturday,19,WASHINGTON ST
Auto Theft,C11,358,2018,9,Saturday,22,WASHINGTON ST
Medical Assistance,E5,551,2018,9,Saturday,21,GLENDOWER RD
Larceny From Motor Vehicle,C6,225,2018,9,Saturday,21,E FOURTH ST
Investigate Person,E13,639,2018,9,Saturday,20,ROBINWOOD AVE
Motor Vehicle Accident Response,C11,355,2018,9,Saturday,21,ADAMS ST
Simple Assault,B3,427,2018,9,Saturday,19,BABSON ST
Other,E18,515,2018,9,Saturday,17,ROBBART LN
Aggravated Assault,E18,515,2018,9,Saturday,17,ROBBART LN
Simple Assault,E18,515,2018,9,Saturday,17,ROBBART LN
Vandalism,E18,515,2018,9,Saturday,17,ROBBART LN
Other,E18,515,2018,9,Saturday,17,ROBBART LN
Verbal Disputes,A7,26,2018,9,Saturday,21,BORDER ST
Property Found,A1,78,2018,9,Saturday,6,BLACKSTONE ST
Medical Assistance,B3,416,2018,9,Saturday,20,WILMINGTON AVE
Harassment,B2,239,2018,9,Saturday,18,HAMLET ST
Medical Assistance,B2,239,2018,9,Saturday,18,HAMLET ST
Verbal Disputes,C6,234,2018,9,Saturday,20,E EIGHTH ST
Simple Assault,C6,226,2018,9,Saturday,20,E BROADWAY
Larceny From Motor Vehicle,E18,520,2018,9,Saturday,21,HYDE PARK AVE
Drug Violation,C6,177,2018,9,Saturday,19,
Drug Violation,C6,177,2018,9,Saturday,19,
Medical Assistance,B2,280,2018,9,Saturday,20,WARREN ST
Disorderly Conduct,B3,469,2018,9,Saturday,21,WALK HILL ST
Motor Vehicle Accident Response,E13,303,2018,9,Saturday,19,W WALNUT PARK
Landlord/Tenant Disputes,E18,519,2018,9,Saturday,20,WALTER ST
Property Lost,, ,2018,9,Saturday,18,
Drug Violation,B2,179,2018,9,Saturday,20,GERARD ST
Other,B2,179,2018,9,Saturday,20,GERARD ST
Simple Assault,A1,119,2018,9,Saturday,20,TREMONT ST
Other,B2,179,2018,9,Saturday,16,GERARD ST
Verbal Disputes,C6,915,2018,9,Saturday,19,E EIGHTH ST
Investigate Person,A1,77,2018,9,Saturday,20,NEW SUDBURY ST
Missing Person Reported,C11,358,2018,9,Saturday,19,LARCHMONT ST
Missing Person Located,C11,358,2018,9,Saturday,19,LARCHMONT ST
Motor Vehicle Accident Response,, ,2018,9,Saturday,19,
Landlord/Tenant Disputes,B2,290,2018,9,Saturday,14,MALCOLM X BLVD
Other,C11,344,2018,9,Saturday,19,GENEVA AVE
Fraud,A1,112,2018,9,Saturday,17,WASHINGTON ST
Larceny,A1,80,2018,9,Saturday,18,PRINCE ST
Investigate Property,C11,351,2018,9,Saturday,19,ADAMS ST
Medical Assistance,E18,547,2018,9,Saturday,19,ASHEVILLE RD
Larceny,A1,87,2018,9,Saturday,18,COMMERCIAL ST
Investigate Person,E13,651,2018,8,Friday,7,BOYNTON ST
Other,C6,185,2018,9,Saturday,18,MASSACHUSETTS AVE
Verbal Disputes,B2,611,2018,9,Saturday,18,MISSION PARK DR
Verbal Disputes,B3,455,2018,9,Saturday,18,TRINITY TER
Investigate Property,C11,355,2018,9,Saturday,19,GIBSON ST
Larceny,A1,112,2018,9,Saturday,16,WASHINGTON ST
Verbal Disputes,B3,406,2018,9,Saturday,18,RIVER ST
Auto Theft Recovery,E18,520,2018,9,Saturday,18,HYDE PARK AVE
Violations,E5,682,2018,9,Saturday,17,DURNELL AVE
Other,E5,682,2018,9,Saturday,17,DURNELL AVE
Investigate Person,E13,641,2018,9,Saturday,18,CENTRE ST
Verbal Disputes,D14,938,2018,9,Saturday,18,JETTE CT
Vandalism,C11,462,2018,8,Wednesday,22,BOWDOIN AVE
Larceny,A1,117,2018,9,Saturday,14,BOYLSTON ST
Towed,D4,138,2018,9,Saturday,16,NEWBURY ST
Investigate Person,C6,212,2018,9,Saturday,17,DORCHESTER ST
Other Burglary,E18,519,2018,8,Monday,19,FAIRMOUNT AVE
Investigate Person,D14,786,2018,9,Saturday,17,COMMONWEALTH AVE
Motor Vehicle Accident Response,C11,332,2018,9,Saturday,16,GLEN ST
Larceny,B2,587,2018,8,Friday,19,BURNEY ST
Medical Assistance,E5,563,2018,9,Saturday,17,FAWNDALE RD
Other,B3,406,2018,8,Wednesday,11,SOUTHMERE RD
Robbery,E18,490,2018,9,Saturday,17,CUMMINS HWY
Other,E18,490,2018,9,Saturday,17,CUMMINS HWY
Drug Violation,, ,2018,9,Saturday,17,
Larceny,B2,311,2018,9,Saturday,16,BLUE HILL AVE
Service,D14,795,2018,9,Saturday,17,ALLSTON ST
Auto Theft Recovery,D14,939,2018,9,Saturday,17,FANEUIL ST
Investigate Person,B2,282,2018,9,Saturday,17,WASHINGTON ST
Vandalism,C6,206,2018,9,Saturday,17,SLEEPER ST
Auto Theft,B2,326,2018,9,Saturday,16,BLUE HILL AVE
Motor Vehicle Accident Response,, ,2018,9,Saturday,16,
Simple Assault,B3,908,2018,9,Saturday,17,SHANDON RD
Auto Theft,C11,235,2018,9,Saturday,16,CARSON ST
Firearm Discovery,E5,558,2018,9,Saturday,15,HEATHCOTE ST
Investigate Person,C11,257,2018,9,Saturday,17,HANCOCK ST
Investigate Person,E5,822,2018,8,Monday,12,EDGEMERE RD
Drug Violation,E5,680,2018,9,Saturday,16,WASHINGTON ST
Drug Violation,E5,680,2018,9,Saturday,16,WASHINGTON ST
Drug Violation,E5,680,2018,9,Saturday,16,WASHINGTON ST
Vandalism,E5,682,2018,8,Friday,16,WALWORTH ST
Simple Assault,B3,434,2018,9,Saturday,16,THETFORD AVE
Other,B3,434,2018,9,Saturday,16,THETFORD AVE
Larceny From Motor Vehicle,C6,192,2018,9,Saturday,15,MOHAWK ST
Larceny,D4,129,2018,9,Saturday,15,BOYLSTON ST
Warrant Arrests,B2,280,2018,9,Saturday,16,WARREN ST
Motor Vehicle Accident Response,C6,231,2018,9,Saturday,16,SWALLOW ST
Warrant Arrests,B2,238,2018,9,Saturday,16,QUINCEFIELD ST
Towed,D4,144,2018,9,Saturday,13,SAINT GERMAIN ST
Simple Assault,B3,456,2018,9,Saturday,14,GREENWOOD ST
Towed,, ,2018,9,Saturday,15,
Motor Vehicle Accident Response,B2,288,2018,8,Friday,19,ROXBURY ST
Motor Vehicle Accident Response,B2,317,2018,9,Saturday,15,HUMBOLDT AVE
Towed,D14,783,2018,9,Saturday,13,GORDON ST
Investigate Person,A7,29,2018,9,Saturday,15,MAVERICK SQ
Medical Assistance,A1,116,2018,9,Saturday,14,OXFORD ST
Verbal Disputes,B3,442,2018,9,Saturday,13,BROWNING AVE
Robbery,D4,151,2018,9,Saturday,15,BERKELEY ST
Simple Assault,D4,151,2018,9,Saturday,15,BERKELEY ST
Motor Vehicle Accident Response,, ,2018,9,Saturday,14,
Other,E13,510,2018,9,Saturday,15,WASHINGTON ST
Verbal Disputes,C11,400,2018,9,Saturday,14,MELLEN ST
Motor Vehicle Accident Response,E13,569,2018,9,Saturday,14,WASHINGTON ST
Violations,E13,569,2018,9,Saturday,14,WASHINGTON ST
Fraud,D4,905,2018,11,Wednesday,0,E BROOKLINE ST
Aggravated Assault,B2,238,2018,9,Saturday,14,QUINCEFIELD ST
Vandalism,B2,304,2018,8,Friday,20,MARCELLA ST
Motor Vehicle Accident Response,C11,453,2018,9,Saturday,10,WASHINGTON ST
Verbal Disputes,C11,337,2018,9,Saturday,14,OLNEY ST
Property Found,A1,86,2018,9,Saturday,13,SALEM ST
Property Found,C11,335,2018,9,Saturday,12,QUINCY ST
Property Lost,E18,522,2018,8,Friday,16,HYDE PARK AVE
Investigate Property,E5,734,2018,9,Saturday,13,POTOMAC ST
Motor Vehicle Accident Response,A7,17,2018,9,Saturday,13,CHELSEA ST
Vandalism,B2,261,2018,8,Friday,23,BROOK AVE
Residential Burglary,B2,261,2018,8,Friday,23,BROOK AVE
Towed,C6,187,2018,9,Saturday,12,HOWELL ST
Operating Under the Influence,B2,288,2018,9,Saturday,13,ROXBURY ST
Other,B2,288,2018,9,Saturday,13,ROXBURY ST
Towed,D14,793,2018,9,Saturday,12,ROYCE RD
Motor Vehicle Accident Response,D14,793,2018,9,Saturday,12,ROYCE RD
Investigate Person,C11,360,2018,9,Saturday,13,PARK ST
Aggravated Assault,B3,452,2018,9,Saturday,13,KENBERMA RD
Motor Vehicle Accident Response,, ,2018,9,Saturday,12,
Other,D14,808,2018,8,Friday,16,ANTWERP ST
Larceny,D4,143,2018,9,Saturday,11,BOYLSTON ST
Investigate Person,E18,483,2018,9,Saturday,12,MONPONSET ST
Verbal Disputes,A1,92,2018,9,Saturday,12,COURT ST
Motor Vehicle Accident Response,B3,429,2018,9,Saturday,12,THEODORE ST
Towed,C6,194,2018,9,Saturday,12,DORCHESTER ST
Motor Vehicle Accident Response,E5,680,2018,8,Thursday,12,CORINTH ST
Towed,E13,509,2018,9,Saturday,11,WOODLAWN ST
Medical Assistance,E13,576,2018,9,Saturday,12,AMORY ST
Investigate Person,E18,501,2018,9,Saturday,12,HYDE PARK AVE
Simple Assault,B3,458,2018,9,Saturday,11,BLUE HILL AVE
Verbal Disputes,B3,458,2018,9,Saturday,11,BLUE HILL AVE
Verbal Disputes,B3,420,2018,9,Saturday,12,LORNA RD
Investigate Property,C11,333,2018,9,Saturday,12,COLUMBIA RD
Simple Assault,C6,206,2018,9,Saturday,11,CONGRESS ST
Motor Vehicle Accident Response,E5,697,2018,9,Saturday,11,ANAWAN AVE
Property Lost,C6,186,2018,8,Monday,21,ALLSTATE RD
Confidence Games,B2,291,2018,9,Saturday,12,CENTRE ST
Towed,D14,778,2018,9,Saturday,9,WASHINGTON ST
Drug Violation,, ,2018,9,Saturday,11,
Motor Vehicle Accident Response,D14,757,2018,9,Saturday,4,GERRISH ST
Motor Vehicle Accident Response,D14,757,2018,9,Saturday,4,GERRISH ST
Aggravated Assault,D14,809,2018,9,Saturday,11,ADAMSON ST
Vandalism,D14,809,2018,9,Saturday,11,ADAMSON ST
Motor Vehicle Accident Response,C11,251,2018,8,Friday,9,CASTLE ROCK ST
Towed,D14,791,2018,9,Saturday,11,MELVIN AVE
Verbal Disputes,C6,187,2018,9,Saturday,10,BOSTON ST
Medical Assistance,E18,503,2018,9,Saturday,10,AMERICAN LEGION HWY
Larceny,E13,575,2018,9,Saturday,11,WASHINGTON ST
Property Lost,A1,119,2018,8,Friday,23,BOYLSTON ST
Investigate Person,B3,455,2018,9,Saturday,10,NORWELL ST
Property Lost,A1,111,2018,9,Saturday,9,WASHINGTON ST
Landlord/Tenant Disputes,D14,814,2018,9,Saturday,9,SEATTLE ST
Verbal Disputes,D14,814,2018,9,Saturday,9,SEATTLE ST
Verbal Disputes,E5,563,2018,9,Saturday,10,STELLMAN RD
Towed,A1,70,2018,9,Saturday,10,CHARLES ST
Motor Vehicle Accident Response,B2,180,2018,9,Saturday,9,GERARD ST
Auto Theft,C6,231,2018,9,Saturday,10,E SEVENTH ST
Vandalism,C6,208,2018,8,Friday,17,E FIRST ST
Larceny From Motor Vehicle,C6,208,2018,8,Friday,17,E FIRST ST
Violations,B3,435,2018,8,Friday,3,ARMANDINE ST
Motor Vehicle Accident Response,D4,147,2018,8,Friday,16,CLAREMONT PARK
Towed,D4,154,2018,9,Saturday,8,RUTLAND SQ
Vandalism,A15,900,2018,8,Friday,16,POLK ST
Motor Vehicle Accident Response,B2,311,2018,9,Saturday,10,WARREN ST
Motor Vehicle Accident Response,E18,542,2018,9,Saturday,8,BUSINESS ST
Larceny,B2,276,2018,9,Saturday,9,MELNEA CASS BLVD
Larceny,B3,416,2018,8,Friday,21,FAIRMOUNT ST
Larceny From Motor Vehicle,C6,201,2018,8,Friday,17,C ST
Medical Assistance,A15,900,2018,9,Saturday,5,POLK ST
Towed,C6,214,2018,9,Saturday,9,W FOURTH ST
Medical Assistance,B2,587,2018,9,Saturday,8,TREMONT ST
Towed,B2,587,2018,9,Saturday,8,TREMONT ST
Property Found,C6,214,2018,8,Friday,12,SILVER ST
Medical Assistance,A1,95,2018,9,Saturday,9,STATE ST
Towed,A1,67,2018,9,Saturday,9,CAMBRIDGE ST
Vandalism,B2,909,2018,9,Saturday,9,WHITTIER ST
Motor Vehicle Accident Response,D14,795,2018,8,Wednesday,16,ALLSTON ST
Vandalism,B2,288,2018,9,Saturday,9,WASHINGTON ST
Investigate Person,E5,707,2018,9,Saturday,8,WASHINGTON ST
Towed,C11,246,2018,9,Saturday,8,ROMSEY ST
Towed,E13,576,2018,9,Saturday,7,BOYLSTON ST
Towed,D14,794,2018,9,Saturday,7,LONG AVE
Auto Theft,C11,364,2018,8,Friday,17,ADAMS ST
Verbal Disputes,E18,495,2018,9,Saturday,8,GREENWOOD AVE
Restraining Order Violations,B3,456,2018,9,Saturday,7,ERIE ST
Investigate Person,C11,357,2018,9,Saturday,8,BLOOMFIELD ST
Larceny From Motor Vehicle,D14,759,2018,8,Friday,18,FANEUIL ST
Towed,D14,794,2018,9,Saturday,7,GLENVILLE AVE
Verbal Disputes,B3,437,2018,9,Saturday,8,WHITFIELD ST
Larceny,D14,779,2018,9,Saturday,5,MONTCALM AVE
Towed,D14,794,2018,9,Saturday,7,PRICE RD
Auto Theft,B3,463,2018,9,Saturday,1,AMERICAN LEGION HWY
Towed,C6,224,2018,9,Saturday,7,P ST
Investigate Property,D14,749,2018,9,Saturday,8,BEACON ST
Investigate Property,D4,619,2018,9,Saturday,7,SAINT STEPHEN ST
Towed,D14,793,2018,9,Saturday,7,COMMONWEALTH AVE
Medical Assistance,D4,148,2018,9,Saturday,5,COLUMBUS AVE
Medical Assistance,C11,236,2018,9,Saturday,5,POND ST
Investigate Person,C6,219,2018,9,Saturday,6,OLD HARBOR ST
Other,C11,356,2018,9,Saturday,4,FAULKNER ST
Auto Theft,B2,182,2018,9,Saturday,6,NORFOLK AVE
Towed,A1,67,2018,9,Saturday,5,S RUSSELL ST
Residential Burglary,C11,397,2018,9,Saturday,4,CENTRE ST
Medical Assistance,E18,951,2018,9,Saturday,5,RIVER ST
Medical Assistance,C11,933,2018,9,Saturday,4,WASHINGTON ST
Aggravated Assault,B3,417,2018,9,Saturday,5,STOCKTON ST
Investigate Property,B3,417,2018,9,Saturday,5,STOCKTON ST
Medical Assistance,C11,358,2018,9,Saturday,4,VINSON ST
Medical Assistance,E18,520,2018,9,Saturday,4,HYDE PARK AVE
Vandalism,D14,796,2018,9,Saturday,3,COMMONWEALTH AVE
Harassment,B2,181,2018,9,Saturday,2,WOODWARD AVE
Other,B2,182,2018,9,Saturday,1,CLIFTON ST
Aggravated Assault,C11,257,2018,9,Saturday,3,STOUGHTON ST
Firearm Violations,A1,101,2018,9,Saturday,3,MCKINLEY SQ
Medical Assistance,B2,308,2018,9,Saturday,3,CRESTWOOD PARK
Larceny,A1,117,2018,9,Saturday,1,BOYLSTON ST
Investigate Property,D4,157,2018,9,Saturday,3,SHAWMUT AVE
Verbal Disputes,B3,428,2018,9,Saturday,2,VERRILL ST
Investigate Person,B3,441,2018,9,Saturday,2,NIGHTINGALE ST
Robbery,A1,119,2018,9,Saturday,1,PARK ST
Aggravated Assault,A1,119,2018,9,Saturday,1,PARK ST
Investigate Person,D4,619,2018,9,Saturday,3,WESTLAND AVE
Simple Assault,A1,123,2018,9,Saturday,2,WASHINGTON ST
Motor Vehicle Accident Response,E5,687,2018,9,Saturday,2,BELGRADE AVE
Robbery,, ,2018,9,Saturday,2,
Simple Assault,, ,2018,9,Saturday,2,
Investigate Property,B2,309,2018,9,Saturday,2,MARTIN LUTHER KING JR BLV
Disorderly Conduct,B3,441,2018,9,Saturday,2,NIGHTINGALE ST
Larceny,D14,796,2018,9,Saturday,1,BRIGHTON AVE
Motor Vehicle Accident Response,D14, ,2018,9,Saturday,2,COMMONWEALTH AVE
Investigate Property,C11,352,2018,9,Saturday,1,GENEVA AVE
Medical Assistance,C11,378,2018,9,Saturday,0,COFFEY ST
Verbal Disputes,C11,381,2018,9,Saturday,1,HALLET ST
Other,A1,121,2018,9,Saturday,2,STUART ST
Vandalism,D4,138,2018,9,Saturday,0,BOYLSTON ST
Motor Vehicle Accident Response,E13,606,2018,9,Saturday,1,S HUNTINGTON AVE
Motor Vehicle Accident Response,E13,606,2018,9,Saturday,1,S HUNTINGTON AVE
Ballistics,B2,901,2018,9,Saturday,1,TURQUOISE WAY
Medical Assistance,D14,752,2018,9,Saturday,1,LAKE ST
Investigate Person,E18,496,2018,9,Saturday,0,HYDE PARK AVE
Drug Violation,, ,2018,9,Saturday,0,
Drug Violation,, ,2018,9,Saturday,0,
Drug Violation,, ,2018,9,Saturday,0,
Towed,B3,458,2018,9,Saturday,0,WOLCOTT ST
Medical Assistance,B2,605,2018,9,Saturday,0,PARKER HILL AVE
Medical Assistance,C11,339,2018,9,Saturday,0,GLOVER PL
Simple Assault,A7,23,2018,9,Saturday,0,PRINCETON ST
Harassment,A7,23,2018,9,Saturday,0,PRINCETON ST
Larceny,A1,103,2018,8,Friday,0,SCHOOL ST
Residential Burglary,D4,597,2018,8,Friday,20,COLUMBUS AVE
Residential Burglary,C11,352,2018,8,Friday,23,ARCADIA ST
Verbal Disputes,E13,912,2018,8,Friday,23,PARKER ST
Vandalism,A15,900,2018,8,Friday,22,COREY ST
Vandalism,D14,796,2018,8,Friday,23,FORDHAM RD
Missing Person Located,B2,611,2018,8,Friday,16,MISSION PARK DR
Simple Assault,D4,624,2018,8,Friday,23,LANSDOWNE ST
Simple Assault,, ,2018,8,Friday,23,FANEUIL HALL MARKETPLACE
Other,, ,2018,8,Friday,23,FANEUIL HALL MARKETPLACE
Firearm Discovery,B2,297,2018,8,Friday,23,FENNO ST
Verbal Disputes,B2,320,2018,8,Friday,23,GEORGIA ST
Property Found,D4,172,2018,8,Friday,21,MASSACHUSETTS AVE
Harassment,A7,22,2018,8,Friday,23,HAVRE ST
Violations,A7,29,2018,8,Friday,23,SUMNER ST
Medical Assistance,C6,216,2018,8,Friday,22,W NINTH ST
Verbal Disputes,B3,435,2018,8,Friday,22,PEACEVALE RD
Larceny,E5,691,2018,8,Friday,22,CENTRE ST
Larceny,A1,94,2018,8,Friday,21,FANEUIL HALL MARKETPLACE
Medical Assistance,E13,657,2018,8,Friday,22,CENTRE ST
Medical Assistance,C11,346,2018,8,Friday,22,BENTHAM RD
Larceny,D4,135,2018,8,Friday,15,BEACON ST
Motor Vehicle Accident Response,D14,777,2018,8,Friday,22,WASHINGTON ST
Investigate Person,, ,2018,8,Friday,21,
Investigate Person,E5,549,2018,8,Friday,20,GROVE ST
Investigate Property,B2,309,2018,8,Saturday,0,S CHARLAME CT
Investigate Property,D14,793,2018,10,Wednesday,17,KELTON ST
Property Lost,, ,2018,8,Friday,18,
Assembly or Gathering Violations,E5,694,2018,8,Friday,20,WESTOVER ST
Larceny,C11,356,2018,8,Friday,19,DORCHESTER AVE
Motor Vehicle Accident Response,E13,652,2018,8,Friday,21,WASHINGTON ST
Harassment,D4,157,2018,8,Friday,20,W NEWTON ST
Aggravated Assault,D14,938,2018,8,Friday,17,FIDELIS WAY
Medical Assistance,B3,422,2018,8,Friday,21,RIVER ST
Other,D14,795,2018,8,Friday,19,CAMBRIDGE ST
Simple Assault,A1,77,2018,8,Friday,21,BOWKER ST
Violations,B3,415,2018,8,Friday,21,CODMAN HILL AVE
Investigate Person,D4,171,2018,8,Friday,20,HARRISON AVE
Motor Vehicle Accident Response,B3,481,2018,8,Friday,20,CUMMINS HWY
Other Burglary,B3,427,2018,8,Friday,18,NORFOLK ST
Missing Person Reported,E5,746,2018,8,Friday,13,LAGRANGE ST
Simple Assault,B2,297,2018,8,Friday,20,DALE ST
Larceny,B2,297,2018,8,Friday,20,DALE ST
Towed,C11,817,2018,8,Friday,20,DORCHESTER AVE
Drug Violation,C6,186,2018,8,Friday,19,BOSTON ST
Other,B2,290,2018,8,Friday,20,MALCOLM X BLVD
Investigate Person,D4,134,2018,8,Friday,20,BOYLSTON ST
Motor Vehicle Accident Response,C11,919,2018,8,Friday,20,ASHMONT ST
Aggravated Assault,C11,378,2018,8,Friday,20,ASHMONT ST
Vandalism,D14,802,2018,8,Friday,19,BRIGHTON AVE
Other,B3,407,2018,8,Friday,20,OLD MORTON ST
Motor Vehicle Accident Response,, ,2018,8,Friday,18,
Robbery,B2,318,2018,8,Friday,19,HUMBOLDT AVE
Other,B2,318,2018,8,Friday,19,HUMBOLDT AVE
Aggravated Assault,B2,318,2018,8,Friday,19,HUMBOLDT AVE
Medical Assistance,A15,900,2018,8,Friday,19,STARR KING CT
Investigate Property,C11,345,2018,8,Friday,19,TOPLIFF ST
Property Lost,A1,78,2018,8,Friday,14,BLACKSTONE ST
Motor Vehicle Accident Response,E5,736,2018,8,Friday,20,HASTINGS ST
Ballistics,C11,339,2018,8,Friday,19,CHURCH ST
Motor Vehicle Accident Response,D14,758,2018,8,Friday,20,WASHINGTON ST
Other,D4,149,2018,8,Friday,20,DARTMOUTH ST
Fraud,A1,85,2018,8,Friday,12,ENDICOTT ST
Liquor Violation,B2,181,2018,8,Friday,18,NORFOLK AVE
Drug Violation,C6,958,2018,8,Friday,19,BELLFLOWER ST
Search Warrants,C6,958,2018,8,Friday,19,BELLFLOWER ST
Medical Assistance,E5,716,2018,8,Friday,19,GLENHAVEN RD
Vandalism,E13,608,2018,8,Friday,19,S HUNTINGTON AVE
Verbal Disputes,A7,4,2018,8,Friday,19,BAYSWATER ST
Simple Assault,A7,23,2018,8,Friday,19,BENNINGTON ST
Firearm Violations,A7,23,2018,8,Friday,19,BENNINGTON ST
Disorderly Conduct,A7,23,2018,8,Friday,19,BENNINGTON ST
Other,A7,23,2018,8,Friday,19,BENNINGTON ST
Motor Vehicle Accident Response,D14,755,2018,8,Friday,18,TREMONT ST
Motor Vehicle Accident Response,D14,771,2018,8,Thursday,12,WINSHIP ST
Motor Vehicle Accident Response,A15,60,2018,8,Friday,14,ARROW ST
Motor Vehicle Accident Response,C6,230,2018,8,Friday,19,L ST
Drug Violation,E5,559,2018,8,Friday,19,DURNELL AVE
Landlord/Tenant Disputes,C6,229,2018,8,Friday,19,E FIFTH ST
Other,B2,179,2018,8,Friday,18,GERARD ST
Investigate Person,E18,545,2018,8,Tuesday,19,GORDON AVE
Investigate Property,C11,336,2018,8,Friday,18,RICHFIELD ST
Investigate Person,E18,540,2018,8,Friday,18,SUNNYSIDE ST
Investigate Person,B2,304,2018,8,Friday,18,MARCELLA ST
Vandalism,C11,345,2018,8,Friday,9,HOMES AVE
Larceny,D14,800,2018,8,Friday,18,BRIGHTON AVE
Aggravated Assault,E18,961,2018,8,Friday,18,SUMMER ST
Drug Violation,C11,385,2018,8,Friday,18,HALLET ST
Investigate Person,B3,446,2018,8,Friday,18,NORWELL ST
Motor Vehicle Accident Response,D4,620,2018,8,Friday,18,BOYLSTON ST
Motor Vehicle Accident Response,E18,521,2018,8,Friday,14,HYDE PARK AVE
Motor Vehicle Accident Response,D14,760,2018,8,Friday,17,WASHINGTON ST
Vandalism,E13,303,2018,8,Sunday,18,COLUMBUS AVE
Drug Violation,C6,177,2018,8,Friday,18,MASSACHUSETTS AVE
Medical Assistance,B3,444,2018,8,Friday,17,BLUE HILL AVE
Larceny,C11,345,2018,8,Thursday,5,RIDGEWOOD ST
Medical Assistance,B2,266,2018,8,Thursday,20,WINTHROP ST
License Violation,C6,206,2018,8,Friday,18,SLEEPER ST
Investigate Person,A7,28,2018,8,Friday,18,PARIS ST
Property Lost,A1,72,2018,8,Thursday,18,CAMBRIDGE ST
Motor Vehicle Accident Response,E5,680,2018,8,Friday,17,CORINTH ST
Motor Vehicle Accident Response,A1,111,2018,8,Friday,17,MASON ST
Drug Violation,B2,904,2018,8,Friday,17,ZEIGLER ST
Drug Violation,B2,904,2018,8,Friday,17,ZEIGLER ST
Larceny,D14,796,2018,8,Friday,15,CHESTER ST
Investigate Person,B2,329,2018,8,Friday,16,OLDFIELDS RD
Larceny,E13,583,2018,8,Friday,13,DAY ST
Medical Assistance,B2,318,2018,8,Friday,16,SEAVER ST
Other,D4,162,2018,8,Friday,16,WASHINGTON ST
Other,C6,172,2018,8,Friday,17,MASSACHUSETTS AVE
Verbal Disputes,E13,579,2018,8,Friday,16,PRIESING ST
Other,B2,258,2018,8,Friday,16,MONADNOCK ST
Larceny,B2,329,2018,8,Friday,17,BLUE HILL AVE
Towed,D14,760,2018,8,Friday,14,FAIRBANKS ST
Auto Theft,B2,604,2018,8,Friday,0,OSWALD ST
Simple Assault,C11,254,2018,8,Friday,17,DORCHESTER AVE
Medical Assistance,D14,778,2018,8,Friday,16,WASHINGTON ST
Medical Assistance,C11,349,2018,8,Friday,16,ADAMS ST
Larceny From Motor Vehicle,E18,550,2018,8,Thursday,21,POPLAR ST
